config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,81,2.8261,"[3, 2, 3, 2, 2, 5, 6, 2, 3, 1, 1, 3, 4, 2, 3, 2, 1, 2, 3, 3, 5, 4, 3]",False,64,23
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,82,3.5789,"[4, 4, 2, 3, 2, 4, 6, 5, 4, 4, 2, 1, 3, 6, 4, 2, 3, 3, 6]",False,64,19
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,83,4.125,"[4, 6, 3, 6, 2, 6, 2, 3, 4, 4, 6, 6, 5, 3, 2, 4]",False,64,16
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,84,3.1429,"[4, 1, 2, 1, 5, 4, 3, 3, 2, 6, 4, 5, 1, 3, 4, 3, 6, 2, 1, 3, 3]",False,64,21
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,85,2.9565,"[1, 6, 4, 4, 3, 2, 4, 1, 2, 1, 1, 4, 3, 4, 3, 4, 3, 1, 2, 3, 4, 2, 6]",False,64,23
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,86,2.3103,"[1, 1, 1, 6, 4, 1, 1, 2, 1, 2, 4, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1, 2, 5]",False,64,29
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,87,2.9545,"[5, 6, 6, 6, 4, 3, 1, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 4, 1, 3, 3, 2]",False,64,22
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,88,1.9394,"[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 3, 1, 1, 1]",False,64,33
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,89,3.9412,"[1, 4, 6, 3, 3, 6, 5, 5, 4, 3, 2, 4, 6, 4, 4, 3, 4]",False,64,17
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,90,3.5556,"[3, 6, 4, 5, 4, 5, 4, 3, 2, 3, 3, 3, 4, 1, 3, 4, 2, 5]",False,64,18
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,91,2.8696,"[1, 5, 2, 1, 4, 2, 5, 3, 3, 1, 2, 1, 6, 2, 2, 3, 5, 3, 2, 1, 3, 4, 5]",False,64,23
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,92,2.3571,"[1, 2, 3, 3, 3, 3, 3, 1, 1, 4, 1, 1, 2, 2, 2, 1, 3, 3, 1, 2, 4, 4, 3, 1, 3, 3, 2, 4]",False,64,28
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,93,3.5263,"[1, 4, 6, 4, 3, 3, 1, 2, 2, 4, 4, 6, 3, 5, 2, 2, 6, 3, 6]",False,64,19
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,94,3.4211,"[3, 6, 4, 4, 5, 3, 3, 1, 3, 3, 4, 2, 1, 5, 3, 4, 4, 1, 6]",False,64,19
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,95,2.64,"[3, 6, 2, 1, 4, 2, 4, 4, 4, 1, 1, 1, 1, 4, 4, 1, 2, 1, 4, 3, 3, 2, 3, 1, 4]",False,64,25
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,96,3.4737,"[2, 5, 5, 4, 2, 3, 3, 2, 6, 3, 1, 5, 5, 4, 6, 3, 2, 2, 3]",False,64,19
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,97,3.3,"[1, 5, 6, 3, 4, 2, 4, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2, 2, 3, 4]",False,64,20
Q10_targetW4A4_draftFP16_archA,quant,fake_W4A4,FP16,98,2.4615,"[3, 3, 2, 1, 2, 3, 2, 2, 1, 3, 2, 4, 4, 3, 3, 3, 5, 4, 2, 1, 1, 1, 3, 1, 3, 2]",False,64,26
