config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,81,2.5769,"[3, 1, 1, 3, 1, 3, 4, 3, 2, 4, 4, 1, 2, 3, 1, 2, 3, 3, 3, 3, 4, 2, 3, 1, 3, 4]",False,64,26
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,82,3.5556,"[4, 4, 2, 3, 2, 4, 3, 6, 5, 6, 3, 5, 4, 4, 1, 3, 2, 3]",False,64,18
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,83,3.7647,"[4, 6, 3, 6, 4, 3, 4, 3, 2, 2, 6, 6, 4, 3, 2, 3, 3]",False,64,17
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,84,3.25,"[4, 3, 3, 4, 4, 3, 2, 6, 4, 6, 3, 2, 4, 6, 2, 1, 2, 1, 1, 4]",False,64,20
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,85,2.8696,"[1, 6, 4, 4, 3, 6, 5, 2, 1, 3, 4, 3, 3, 2, 2, 1, 2, 3, 1, 4, 1, 2, 3]",False,64,23
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,86,2.2857,"[1, 2, 4, 5, 2, 3, 1, 3, 1, 3, 2, 4, 5, 2, 3, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 1, 1]",False,64,28
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,87,2.8696,"[6, 5, 4, 4, 3, 1, 2, 3, 2, 4, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 4]",False,64,23
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,88,2.1333,"[1, 3, 1, 2, 2, 1, 3, 4, 4, 2, 1, 1, 2, 2, 2, 2, 1, 3, 2, 1, 4, 3, 2, 2, 2, 2, 2, 2, 2, 3]",False,64,30
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,89,3.4211,"[6, 4, 1, 2, 6, 4, 4, 4, 4, 2, 3, 3, 6, 1, 2, 4, 2, 2, 5]",False,64,19
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,90,3.4211,"[3, 4, 3, 2, 6, 4, 5, 3, 5, 4, 4, 2, 2, 2, 4, 4, 4, 2, 2]",False,64,19
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,91,3.0952,"[3, 5, 2, 4, 4, 1, 4, 4, 3, 4, 4, 2, 4, 2, 3, 6, 1, 2, 3, 2, 2]",False,64,21
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,92,2.76,"[1, 2, 3, 6, 4, 2, 5, 2, 3, 5, 3, 2, 1, 2, 2, 2, 2, 2, 4, 2, 2, 4, 1, 1, 6]",False,64,25
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,93,2.2857,"[1, 5, 6, 1, 2, 3, 1, 2, 4, 3, 3, 1, 1, 1, 2, 1, 6, 3, 1, 3, 1, 1, 2, 2, 2, 2, 1, 3]",False,64,28
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,94,3.35,"[1, 4, 3, 4, 4, 4, 3, 6, 2, 5, 3, 3, 3, 3, 3, 2, 2, 3, 5, 4]",False,64,20
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,95,2.9091,"[3, 6, 3, 4, 2, 4, 4, 1, 3, 2, 4, 3, 2, 4, 4, 1, 3, 2, 2, 4, 1, 2]",False,64,22
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,96,3.2,"[2, 5, 5, 4, 4, 2, 3, 6, 4, 2, 4, 3, 6, 2, 1, 1, 2, 4, 1, 3]",False,64,20
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,97,3.25,"[2, 4, 6, 1, 2, 1, 5, 3, 4, 4, 4, 2, 4, 4, 2, 6, 2, 2, 4, 3]",False,64,20
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,98,2.5385,"[3, 3, 2, 1, 3, 3, 4, 2, 1, 3, 2, 4, 3, 3, 3, 2, 1, 3, 1, 2, 4, 4, 2, 2, 2, 3]",False,64,26
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,99,2.9545,"[1, 2, 3, 4, 3, 1, 3, 2, 4, 5, 4, 1, 3, 1, 6, 2, 3, 4, 2, 2, 6, 3]",False,64,22
TQ4_targetW4A4KV4_draftFP16_archA,quant_kv4,fake_W4A4KV4,FP16,100,1.9697,"[1, 2, 1, 3, 2, 1, 1, 3, 1, 2, 2, 4, 1, 2, 3, 2, 1, 1, 4, 3, 4, 2, 2, 1, 2, 1, 2, 1, 1, 2, 3, 1, 3]",False,64,33
