config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,81,2.75,"[1, 2, 2, 2, 4, 2, 4, 2, 4, 4, 2, 3, 1, 1, 3, 1, 4, 2, 4, 3, 4, 3, 4, 4]",True,64,24
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,82,3.5556,"[4, 2, 3, 2, 4, 3, 4, 6, 3, 4, 4, 4, 5, 5, 2, 3, 3, 3]",True,64,18
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,83,4.3333,"[4, 6, 3, 6, 2, 6, 2, 4, 3, 4, 6, 6, 3, 6, 4]",True,64,15
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,84,2.913,"[4, 2, 1, 2, 2, 3, 4, 3, 2, 6, 4, 5, 3, 5, 1, 3, 1, 1, 3, 3, 1, 4, 4]",True,64,23
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,85,2.2069,"[1, 6, 6, 2, 6, 3, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 1, 1, 4, 3, 1, 3, 1, 2, 3, 1, 1, 2, 2]",True,64,29
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,86,2.7917,"[1, 2, 2, 3, 3, 3, 6, 4, 1, 1, 2, 3, 5, 3, 2, 2, 4, 2, 5, 2, 2, 2, 3, 4]",True,64,24
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,87,3.0952,"[2, 4, 4, 2, 3, 4, 6, 4, 6, 6, 2, 2, 4, 1, 2, 1, 3, 2, 2, 1, 4]",True,64,21
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,88,2.64,"[1, 2, 2, 4, 5, 3, 2, 4, 3, 4, 3, 1, 3, 3, 3, 1, 3, 1, 2, 2, 1, 1, 4, 4, 4]",True,64,25
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,89,4.4667,"[2, 4, 6, 4, 1, 6, 5, 5, 4, 6, 6, 4, 4, 6, 4]",True,64,15
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,90,3.5556,"[4, 6, 6, 5, 3, 5, 4, 3, 4, 3, 2, 1, 3, 4, 4, 3, 1, 3]",True,64,18
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,91,2.56,"[3, 4, 2, 2, 3, 1, 1, 2, 1, 4, 5, 2, 3, 4, 4, 4, 2, 2, 2, 1, 2, 1, 2, 4, 3]",True,64,25
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,92,2.5,"[3, 4, 2, 5, 1, 2, 2, 4, 3, 4, 4, 3, 2, 4, 3, 1, 1, 2, 1, 2, 3, 2, 3, 1, 1, 2]",True,64,26
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,93,3.6316,"[1, 3, 6, 3, 2, 4, 4, 2, 6, 3, 3, 2, 4, 3, 4, 6, 4, 3, 6]",True,64,19
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,94,3.25,"[3, 6, 3, 2, 4, 4, 5, 3, 4, 4, 3, 3, 2, 4, 2, 2, 2, 3, 2, 4]",True,64,20
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,95,3.0952,"[4, 6, 2, 2, 1, 3, 3, 4, 2, 4, 3, 5, 1, 2, 3, 4, 3, 3, 3, 2, 5]",True,64,21
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,96,3.2,"[1, 1, 5, 5, 4, 2, 4, 3, 3, 1, 2, 3, 3, 1, 4, 6, 4, 5, 4, 3]",True,64,20
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,97,3.1905,"[2, 6, 4, 2, 6, 4, 4, 3, 4, 1, 1, 2, 1, 3, 4, 1, 2, 3, 3, 5, 6]",True,64,21
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,98,2.3704,"[3, 2, 1, 3, 3, 6, 1, 2, 1, 3, 3, 2, 2, 2, 4, 4, 1, 4, 2, 1, 3, 1, 1, 1, 2, 4, 2]",False,64,27
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,99,3.5556,"[3, 3, 5, 2, 1, 4, 4, 4, 4, 2, 6, 4, 4, 5, 4, 4, 4, 1]",True,64,18
TQ1_targetW4A16_draftFP16_archA,quant_w4a16,fake_W4A16,FP16,100,2.4286,"[1, 2, 3, 2, 4, 3, 2, 1, 3, 2, 1, 2, 1, 2, 5, 2, 1, 2, 4, 4, 3, 5, 3, 1, 2, 1, 1, 5]",True,64,28
