config,dataset,tensor,code_entropy_bits,code_hist,exact_zero_dequant_ratio,mean_unique_codes_per_token,n_tokens,nmse_max,nmse_mean,nmse_median,nmse_p90,nmse_p99,sat_high_ratio,sat_low_ratio,scale_max,scale_median,scale_p90,scale_p99,zero_int_code_ratio,zero_median,zero_p90
R0,gsm8k,KV4_k_ctx_l0,3.6667182758283525,0.01104;0.01265;0.02693;0.04651;0.0631;0.07331;0.08657;0.11258;0.13143;0.12276;0.10607;0.08505;0.06112;0.03437;0.0148;0.01171,0.29103883413804904,13.957899305555555,343960,0.05889900401234627,0.018984992057085037,0.01782466284930706,0.029014891013503075,0.04023930802941322,0.011709813341601856,0.011033795486825208,1.4836180210113525,0.6029751300811768,0.8981101751327516,1.1681167805194836,0.29103883413804904,8.0,11.0
R0,gsm8k,KV4_v_ctx_l0,3.599838215065068,0.01162;0.0127;0.02381;0.04095;0.06489;0.09381;0.11876;0.13401;0.13369;0.11917;0.09294;0.06501;0.04146;0.02325;0.0125;0.01142,0.14844814282324578,14.484071180555556,343960,0.031119994819164276,0.011232479475438595,0.01062015164643526,0.01529692392796278,0.02191268652677536,0.011402890148262183,0.011605838365438912,4.300000190734863,1.7166666984558105,2.2916667461395264,2.9166667461395264,0.14844814282324578,8.0,9.0
R0,gsm8k,KV8_k_ctx_l0,2.7595347072139655,0.54228;0.01959;0.02024;0.0213;0.02272;0.02545;0.02535;0.02553;0.02902;0.033;0.03267;0.03631;0.03969;0.04065;0.04206;0.04413,0.02134365886967215,71.92287326388889,343960,0.00027121344464831054,6.791724445065483e-05,6.436827970901504e-05,0.00010195143258897588,0.00014358355896547414,0.007984061596087284,0.007941649091016087,0.08727164566516876,0.03546912968158722,0.05283001065254212,0.06871275171637524,0.02134365886967215,137.0,182.0
R0,gsm8k,KV8_v_ctx_l0,2.8750566004616323,0.51645;0.02262;0.02528;0.02503;0.02455;0.02748;0.02916;0.02962;0.03377;0.034;0.03695;0.03483;0.03792;0.03744;0.04177;0.04312,0.008653770270757376,88.65403645833334,343960,0.00011321202327962965,3.886681588483043e-05,3.6685538361780345e-05,5.205494344409091e-05,7.816790457582101e-05,0.007895767697805745,0.008031057338747713,0.25294119119644165,0.10098040103912354,0.13480393588542938,0.1715686321258545,0.008653770270757376,128.0,149.0
R0,gsm8k,KV4_k_ctx_l1,3.3953690392468596,0.01099;0.00981;0.01601;0.02604;0.03939;0.06224;0.11611;0.19369;0.19978;0.12327;0.0705;0.04755;0.03625;0.02337;0.01303;0.01197,0.34298323111401663,13.175911458333333,343960,0.04944854602217674,0.016743013635277748,0.014771044254302979,0.025239847600460052,0.03963634371757507,0.011965647792547114,0.01097368420774324,1.2922431230545044,0.6082802414894104,0.7716471552848816,0.9599092602729797,0.34298323111401663,8.0,9.0
R0,gsm8k,KV4_v_ctx_l1,3.6289635195085777,0.01179;0.01373;0.02499;0.04296;0.06654;0.09291;0.11581;0.12948;0.12923;0.11661;0.09312;0.06756;0.04381;0.02567;0.0138;0.012,0.1378565088328388,15.133854166666667,343960,0.031070036813616753,0.010285151191055775,0.009966665878891945,0.013275180011987686,0.017398083023726935,0.012007017974327835,0.011775534180924297,6.40000057220459,1.8791667222976685,2.5250000953674316,3.1750001907348633,0.1378565088328388,7.0,9.0
R0,gsm8k,KV8_k_ctx_l1,2.6961978338559205,0.56126;0.0226;0.02377;0.02366;0.02797;0.02827;0.02622;0.02663;0.02714;0.02998;0.03212;0.03166;0.03133;0.03303;0.03758;0.03677,0.022691913678621254,74.80737847222223,343960,0.00023819366469979286,5.8590227126842365e-05,5.148705167812295e-05,8.926889859139919e-05,0.00014433564501814544,0.008010547615898152,0.007957662507477734,0.07601430267095566,0.03578118979930878,0.045391011983156204,0.05646524950861931,0.022691913678621254,128.0,154.0
R0,gsm8k,KV8_v_ctx_l1,2.939918560373404,0.4997;0.02323;0.02641;0.02656;0.0266;0.02769;0.02886;0.03082;0.03155;0.03441;0.03508;0.03886;0.04062;0.0436;0.04282;0.04319,0.008057568633618454,92.33472222222223,343960,0.00010582389950286597,3.567618477973156e-05,3.450201256782748e-05,4.589554009726271e-05,6.042285236617316e-05,0.007944249742043516,0.007996170934186213,0.3764706254005432,0.11053922027349472,0.14852942526340485,0.18676471710205078,0.008057568633618454,127.0,147.0
R0,gsm8k,KV4_k_ctx_l2,3.48028521377028,0.01086;0.00943;0.01679;0.02936;0.04783;0.07814;0.12025;0.15769;0.16521;0.13481;0.09124;0.05783;0.03598;0.02084;0.01209;0.01165,0.22674254145887163,14.448958333333334,343960,0.03233208507299423,0.013146373443305492,0.01267274096608162,0.017492683604359627,0.022985555231571198,0.011649754278672238,0.010860873370741804,1.165387749671936,0.6887564659118652,0.8362332701683047,0.9603230148553844,0.22674254145887163,8.0,9.0
R0,gsm8k,KV4_v_ctx_l2,3.6374714088959355,0.01207;0.01434;0.02604;0.04401;0.0671;0.09257;0.11602;0.12855;0.12901;0.11544;0.0923;0.06666;0.04335;0.02587;0.01465;0.012,0.13754214168422751,15.100694444444445,343960,0.02469988353550434,0.01004386879503727,0.009812606498599052,0.012757369317114353,0.016071231365203848,0.011999292402631707,0.01208046975856026,6.383333683013916,2.5833334922790527,3.6083335876464844,4.491666793823242,0.13754214168422751,7.0,9.0
