3355555312	./checkpoints/eagle1_fresh_fp16_anchor/anchor.pt
552238251	./ep3p_projection_visualization_latest.tar.gz
552238251	./ep3p_projection_visualization_20260801_104655.tar.gz
324831173	./eagle1_rotated_ep3p_projection_latest.tar.gz
324831173	./eagle1_rotated_ep3p_projection_20260803_103956.tar.gz
63140327	./eagle1_official_fromscratch_review_20260731_140122.tar.gz
57895874	./eagle_tldr_kv4_review_bundle_20260718_132823.tar.gz
47275137	./artifacts/bitwidth_al_component_causality/git_diff.patch
45816630	./artifacts/concat_selective_rotation_study/git_diff.patch
42868410	./artifacts/spinquant_ppl_reproduction_fix/pipeline_parity/inprocess_dump.pt
42868372	./artifacts/spinquant_ppl_reproduction_fix/pipeline_parity/official_dump.pt
23089428	./artifacts/bitwidth_al_component_causality/git_diff_before.patch
13942809	./eagle_spinquant_bitwidth_al_review_bundle_20260715_095813.tar.gz
13743804	./eagle1_generic_qat_pathwise_p3exp_rcal_latest.tar.gz
13743804	./eagle1_generic_qat_pathwise_p3exp_rcal_20260731_154652.tar.gz
8972358	./artifacts/b2_split_study/git_diff.patch
4859132	./specmquant_target_precision_sweep_20260803.tar.gz
4575148	./artifacts/concat_selective_rotation_study/git_diff_before.patch
4402170	./artifacts/concat_selective_rotation_study/dispatch_traces/dispatch_trace.jsonl
3616510	./eagle1_learned_rotation_granularity_folding_latest.tar.gz
3616510	./eagle1_learned_rotation_granularity_folding_20260803_133218.tar.gz
3547947	./artifacts/b2_split_study/projection_dispatch_trace.jsonl
2732947	./artifacts/spinquant_ppl_reproduction_fix/evaluator_parity/shared_tokens_chat.pt
2732947	./artifacts/spinquant_ppl_reproduction_fix/evaluator_parity/shared_tokens_base.pt
2732912	./artifacts/spinquant_ppl_reproduction_fix/pipeline_parity/fixed_batch.pt
1726475	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_realint4_20260704_1857/realint4_acceptance_main.csv
1726475	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_realint4_20260704_1857/realint4_acceptance_main.csv
1409985	./rotation_vicuna_realint4_review_bundle_20260706_141515/runs/rotstudy_20260704_1507/acceptance_main.csv
1409985	./rotation_study_review_bundle_20260704_180517/runs/rotstudy_20260704_1507/acceptance_main.csv
1409985	./rotation_aware_eagle_review_bundle_20260707_134605/runs/rotstudy_20260704_1507/acceptance_main.csv
1364736	./kernels/w4a4_cutlass_sm89/build/w4a4_benchmark_fused
