config,group,prompt_id,mean_acceptance,acceptance_list,exact_match
target_embedding__w8a16,tembed,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",True
target_embedding__w8a16,tembed,82,4.4,"[4, 4, 3, 4, 6, 4, 6, 6, 6, 5, 6, 4, 2, 3, 3]",True
target_embedding__w8a16,tembed,83,4.4,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 2, 6, 4, 3]",True
target_embedding__w8a16,tembed,84,3.4211,"[4, 2, 3, 4, 3, 6, 4, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w8a16,tembed,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 3, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2]",True
target_embedding__w8a16,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True
target_embedding__w8a16,tembed,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_embedding__w8a16,tembed,88,3.0,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 2, 3, 4, 3, 3]",True
target_embedding__w8a16,tembed,89,4.3333,"[3, 3, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_embedding__w8a16,tembed,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_embedding__w8a16,tembed,91,3.1429,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_embedding__w8a16,tembed,92,2.56,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 3, 5, 1, 2, 1, 3, 1]",True
target_embedding__w8a16,tembed,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5]",True
target_embedding__w8a16,tembed,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_embedding__w8a16,tembed,95,3.0476,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",True
target_embedding__w8a16,tembed,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",True
target_embedding__w8a16,tembed,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_embedding__w8a16,tembed,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_embedding__w8a16,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w8a16,tembed,100,2.6667,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",True
target_embedding__w16a8,tembed,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",True
target_embedding__w16a8,tembed,82,4.4,"[4, 4, 3, 4, 6, 4, 6, 6, 6, 5, 6, 4, 2, 3, 3]",True
target_embedding__w16a8,tembed,83,4.4,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 2, 6, 4, 3]",True
target_embedding__w16a8,tembed,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w16a8,tembed,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 3, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2]",True
target_embedding__w16a8,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True
target_embedding__w16a8,tembed,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_embedding__w16a8,tembed,88,3.0,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 2, 3, 4, 3, 3]",True
target_embedding__w16a8,tembed,89,4.3333,"[3, 3, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_embedding__w16a8,tembed,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_embedding__w16a8,tembed,91,3.1429,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_embedding__w16a8,tembed,92,2.56,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 1]",True
target_embedding__w16a8,tembed,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5]",True
target_embedding__w16a8,tembed,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_embedding__w16a8,tembed,95,3.0476,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",False
target_embedding__w16a8,tembed,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",True
target_embedding__w16a8,tembed,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_embedding__w16a8,tembed,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_embedding__w16a8,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w16a8,tembed,100,2.6667,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",True
target_embedding__w8a8,tembed,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",True
target_embedding__w8a8,tembed,82,4.4,"[4, 4, 3, 4, 6, 4, 6, 6, 6, 5, 6, 4, 2, 3, 3]",True
target_embedding__w8a8,tembed,83,4.4,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 2, 6, 4, 3]",True
target_embedding__w8a8,tembed,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w8a8,tembed,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 3, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2]",True
target_embedding__w8a8,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True
target_embedding__w8a8,tembed,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_embedding__w8a8,tembed,88,3.0476,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 2, 3, 5, 3]",True
target_embedding__w8a8,tembed,89,4.3333,"[3, 3, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_embedding__w8a8,tembed,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_embedding__w8a8,tembed,91,3.1429,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_embedding__w8a8,tembed,92,2.56,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 1, 3, 1]",True
target_embedding__w8a8,tembed,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 2, 5]",True
target_embedding__w8a8,tembed,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_embedding__w8a8,tembed,95,3.0476,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",True
target_embedding__w8a8,tembed,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",True
target_embedding__w8a8,tembed,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_embedding__w8a8,tembed,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_embedding__w8a8,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w8a8,tembed,100,2.6667,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",True
target_embedding__w4a16,tembed,81,3.5556,"[3, 3, 6, 2, 6, 3, 1, 2, 4, 6, 3, 3, 5, 5, 2, 4, 1, 5]",True
target_embedding__w4a16,tembed,82,4.2667,"[4, 4, 3, 4, 5, 4, 6, 6, 4, 4, 5, 6, 4, 2, 3]",True
target_embedding__w4a16,tembed,83,4.2667,"[6, 4, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 2, 6, 2]",True
target_embedding__w4a16,tembed,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w4a16,tembed,85,2.64,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 5, 2, 4, 1, 3, 2, 1, 2, 1, 3, 2, 2, 3, 2, 4]",True
target_embedding__w4a16,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 3, 4, 2, 1, 2]",True
target_embedding__w4a16,tembed,87,3.2,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 1, 2, 2, 1, 2]",True
target_embedding__w4a16,tembed,88,2.9091,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 1, 2, 4, 3, 1, 4, 2, 4, 3]",True
target_embedding__w4a16,tembed,89,4.3333,"[1, 5, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",False
target_embedding__w4a16,tembed,90,3.7778,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 4, 3, 5, 2, 4, 4, 5, 2, 5]",True
target_embedding__w4a16,tembed,91,2.8696,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 1, 2, 3, 2, 4, 2, 2, 2, 3]",True
target_embedding__w4a16,tembed,92,2.6,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 3, 5, 1, 2, 1, 2, 3]",True
target_embedding__w4a16,tembed,93,4.0,"[6, 6, 3, 3, 4, 6, 3, 4, 5, 4, 4, 3, 3, 2, 5, 3]",True
target_embedding__w4a16,tembed,94,3.2353,"[6, 5, 1, 4, 3, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",False
target_embedding__w4a16,tembed,95,3.1905,"[4, 6, 3, 3, 2, 2, 3, 4, 4, 2, 1, 5, 4, 4, 3, 3, 1, 3, 4, 2, 4]",True
target_embedding__w4a16,tembed,96,4.0,"[2, 6, 4, 3, 1, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 6]",False
target_embedding__w4a16,tembed,97,4.0,"[4, 6, 2, 6, 4, 2, 2, 3, 2, 6, 3, 6, 5, 4, 4, 5]",False
target_embedding__w4a16,tembed,98,2.5,"[3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 1, 3, 4, 2, 6, 1, 2, 3, 1, 3, 1, 4, 2, 3, 2, 4]",True
target_embedding__w4a16,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w4a16,tembed,100,2.7826,"[3, 4, 4, 3, 2, 5, 3, 3, 2, 3, 3, 2, 1, 2, 2, 1, 3, 2, 2, 2, 2, 6, 4]",True
target_embedding__w16a4,tembed,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",True
target_embedding__w16a4,tembed,82,4.4,"[4, 4, 3, 4, 6, 4, 6, 6, 6, 5, 6, 4, 2, 3, 3]",True
target_embedding__w16a4,tembed,83,4.5714,"[6, 4, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 4, 6]",True
target_embedding__w16a4,tembed,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 4, 4, 3, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w16a4,tembed,85,2.6667,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 1, 5, 3, 4, 2, 3, 3, 1, 3, 2, 1, 2, 3, 2, 3]",True
target_embedding__w16a4,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 3, 4, 2, 1, 2]",True
target_embedding__w16a4,tembed,87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 2, 2, 2, 3]",True
target_embedding__w16a4,tembed,88,2.9091,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 1, 2, 4, 3, 1, 2, 3, 5, 3]",True
target_embedding__w16a4,tembed,89,4.3333,"[1, 5, 6, 6, 2, 6, 3, 5, 5, 4, 3, 6, 5, 6, 2]",True
target_embedding__w16a4,tembed,90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True
target_embedding__w16a4,tembed,91,3.2,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 4, 5, 2, 2, 2, 3, 2, 4, 3, 4, 3]",True
target_embedding__w16a4,tembed,92,2.6667,"[3, 3, 3, 3, 3, 2, 3, 3, 4, 4, 1, 1, 1, 4, 4, 1, 1, 4, 3, 2, 1, 4, 4, 2]",True
target_embedding__w16a4,tembed,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 5, 4, 4, 2, 5]",True
target_embedding__w16a4,tembed,94,3.8235,"[6, 6, 2, 6, 2, 4, 3, 5, 5, 2, 4, 4, 4, 2, 3, 4, 3]",True
target_embedding__w16a4,tembed,95,3.0476,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 1, 2, 2, 2, 1, 2, 1, 6, 4, 6, 4]",True
target_embedding__w16a4,tembed,96,3.8824,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 5, 4, 6, 3, 4, 4, 4, 4]",True
target_embedding__w16a4,tembed,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_embedding__w16a4,tembed,98,2.8696,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 4, 2, 2, 3, 2, 3, 4, 3, 4]",True
target_embedding__w16a4,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w16a4,tembed,100,2.7826,"[3, 1, 2, 2, 4, 3, 3, 4, 4, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",True
target_embedding__w4a4,tembed,81,3.5556,"[3, 3, 6, 2, 6, 3, 1, 2, 4, 6, 3, 3, 5, 5, 2, 4, 1, 5]",True
target_embedding__w4a4,tembed,82,4.2667,"[4, 4, 3, 4, 5, 4, 6, 6, 4, 4, 5, 6, 4, 2, 3]",True
target_embedding__w4a4,tembed,83,4.2667,"[6, 4, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 2, 6, 2]",True
target_embedding__w4a4,tembed,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_embedding__w4a4,tembed,85,2.64,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 3, 5, 2, 4, 1, 3, 2, 1, 2, 1, 3, 2, 2, 3, 2, 4]",True
target_embedding__w4a4,tembed,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 3, 4, 2, 1, 2]",True
target_embedding__w4a4,tembed,87,3.2,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 1, 2, 2, 1, 2]",True
target_embedding__w4a4,tembed,88,2.9091,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 1, 2, 4, 3, 1, 4, 2, 4, 3]",True
target_embedding__w4a4,tembed,89,4.3333,"[1, 5, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True
target_embedding__w4a4,tembed,90,3.7778,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 4, 3, 5, 2, 4, 4, 5, 2, 5]",True
target_embedding__w4a4,tembed,91,2.8696,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 2, 4, 5, 2, 2, 1, 2, 3, 2, 4, 2, 2, 2, 3]",True
target_embedding__w4a4,tembed,92,2.56,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 3, 2, 3, 5, 1, 2, 1, 1, 3]",False
target_embedding__w4a4,tembed,93,4.0,"[6, 6, 3, 3, 4, 6, 3, 4, 5, 4, 4, 3, 3, 2, 5, 3]",True
target_embedding__w4a4,tembed,94,3.2353,"[6, 5, 1, 4, 3, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_embedding__w4a4,tembed,95,3.1905,"[4, 6, 3, 3, 2, 2, 3, 4, 4, 2, 1, 5, 4, 4, 3, 3, 1, 3, 3, 3, 4]",True
target_embedding__w4a4,tembed,96,4.0,"[2, 6, 4, 3, 1, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 6]",False
target_embedding__w4a4,tembed,97,4.0,"[4, 6, 2, 6, 4, 2, 2, 3, 2, 6, 3, 6, 5, 4, 4, 5]",False
target_embedding__w4a4,tembed,98,2.5,"[3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 1, 3, 4, 2, 6, 1, 2, 3, 1, 3, 1, 4, 2, 3, 2, 4]",True
target_embedding__w4a4,tembed,99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 3, 3, 2, 2]",True
target_embedding__w4a4,tembed,100,2.6667,"[4, 2, 4, 1, 3, 2, 5, 3, 3, 2, 3, 3, 2, 1, 2, 2, 1, 3, 2, 2, 2, 2, 6, 4]",True
