name,view,shape,absmax,col_absmax_max,col_absmax_mean,col_kurt_max,col_kurt_mean,col_p99_max,col_p99_mean,col_rms_max,col_rms_mean,effective_rank,kurtosis,max_over_rms,mean_abs,p999_abs,p99_abs,rms,row_absmax_max,row_absmax_mean,row_kurt_max,row_kurt_mean,row_p99_max,row_p99_mean,row_rms_max,row_rms_mean,source_rms_imbalance,spectral_norm,stable_rank,std,sv_decay_ratio_10,sv_tail_energy_frac
fc,stock,4096x20480,2.078125,2.078125,0.39255374670028687,43.83684539794922,3.089434862136841,1.609765648841858,0.25353413820266724,0.6309525966644287,0.09824611991643906,1250.3977908804227,4.770472049713135,20.102027217040263,0.07828681915998459,0.4453125,0.302734375,0.10337887704372406,2.078125,0.7758936882019043,14.699763298034668,4.63425874710083,0.60546875,0.30227282643318176,0.21918487548828125,0.10323479026556015,2.332119900932919,141.94400024414062,44.51392906341525,0.10337887704372406,0.4762513339519501,0.7518117043480674
fc_src1,stock,4096x4096,2.078125,2.078125,0.5381784439086914,35.7549934387207,3.0829811096191406,1.609765648841858,0.35770928859710693,0.6309525966644287,0.1384488195180893,492.62938878650095,4.098119258880615,14.661695210905243,0.11029944568872452,0.58203125,0.388671875,0.1417383849620819,2.078125,0.7747526168823242,10.955878257751465,3.840879440307617,0.597851574420929,0.38484272360801697,0.23853181302547455,0.14127299189567566,2.332119900932919,138.96218872070312,17.46560860673386,0.1417383849620819,0.42302411794662476,0.5595611181060004
fc_src8,stock,4096x4096,1.140625,1.140625,0.4133267402648926,38.711265563964844,3.1310062408447266,0.4180664122104645,0.25451749563217163,0.16419710218906403,0.09861782938241959,1119.6441467172344,3.2036855220794678,11.503511081398644,0.07854786515235901,0.34375,0.259765625,0.0991545096039772,1.140625,0.39362335205078125,3.580629587173462,3.109198808670044,0.73046875,0.25841209292411804,0.29733559489250183,0.09895740449428558,2.332119900932919,37.989845275878906,114.37468086849303,0.0991545096039772,0.7665188312530518,0.7677365019996256
fc_src15,stock,4096x4096,1.0390625,1.0390625,0.456836462020874,23.788599014282227,3.0359103679656982,0.392578125,0.30322152376174927,0.15415477752685547,0.11767829209566116,929.4669226154642,3.1229312419891357,8.783934175074016,0.09383279085159302,0.40234375,0.310546875,0.11829124391078949,1.0390625,0.46564340591430664,5.457168102264404,3.09769606590271,0.554882824420929,0.30832186341285706,0.21614685654640198,0.11817079782485962,2.332119900932919,46.41632843017578,109.02709082825982,0.11829124391078949,0.7854435443878174,0.7352832457707617
fc_src22,stock,4096x4096,0.83984375,0.83984375,0.29968881607055664,31.79233169555664,3.06044864654541,0.251953125,0.19612714648246765,0.09697193652391434,0.07607648521661758,1516.7726020831763,3.103464126586914,11.001204822216746,0.060648445039987564,0.2578125,0.19921875,0.07634107023477554,0.83984375,0.29827332496643066,6.564601898193359,3.0729472637176514,0.412109375,0.198257178068161,0.15838077664375305,0.07627494633197784,2.332119900932919,22.407556533813477,194.87197446964962,0.07634106278419495,0.796740710735321,0.8350445156371801
fc_src29,stock,4096x4096,0.703125,0.703125,0.25473833084106445,43.83684539794922,3.1368274688720703,0.19140625,0.15609511733055115,0.07263533025979996,0.06040913239121437,1824.9484702138784,3.2086777687072754,11.56900303176259,0.04810614138841629,0.2099609375,0.16015625,0.06077662855386734,0.703125,0.24096274375915527,9.02928638458252,3.1300039291381836,0.4043945372104645,0.1590109020471573,0.16713692247867584,0.06066426634788513,2.332119900932919,16.910167694091797,216.89071904751827,0.06077662855386734,0.6120626926422119,0.9004508831079718
fc,R1T_folded,4096x20480,1.046875,1.046875,0.39388519525527954,7.407578468322754,3.0486462116241455,0.535351574420929,0.2558029294013977,0.2085833102464676,0.09917702525854111,1250.4073080974008,3.993603229522705,10.126596086863362,0.07904865592718124,0.412109375,0.298828125,0.1033787652850151,1.046875,0.5395750999450684,5.259166240692139,3.9163272380828857,0.62890625,0.29783573746681213,0.21918705105781555,0.1032346785068512,2.332119062269972,141.94346618652344,44.51591510600803,0.1033787652850151,0.47623738646507263,0.7518168054673653
fc_src1,R1T_folded,4096x4096,1.0234375,1.0234375,0.5462989807128906,3.822999954223633,3.0240721702575684,0.535351574420929,0.36504727602005005,0.2085833102464676,0.14142975211143494,492.6847164351013,3.0796616077423096,7.220617645849811,0.11272554099559784,0.478515625,0.369140625,0.14173822104930878,1.0234375,0.5371608734130859,3.310297727584839,2.998178720474243,0.6328125,0.3633396029472351,0.23853643238544464,0.14127282798290253,2.332119062269972,138.94483947753906,17.465991515337787,0.14173822104930878,0.42298850417137146,0.5595680250901751
fc_src8,R1T_folded,4096x4096,1.046875,1.046875,0.4141979217529297,7.407578945159912,3.0935943126678467,0.2872070372104645,0.2557206451892853,0.1094968318939209,0.09912008047103882,1119.779491809493,3.107065200805664,10.558023366647168,0.07895702123641968,0.33203125,0.255859375,0.09915444999933243,1.046875,0.3764190673828125,3.354649543762207,2.999041795730591,0.769726574420929,0.25444069504737854,0.2973414659500122,0.09895732998847961,2.332119062269972,37.982940673828125,114.41103869110464,0.09915444254875183,0.7666793465614319,0.7677681085659762
fc_src15,R1T_folded,4096x4096,0.79296875,0.79296875,0.45584678649902344,3.5041167736053467,3.0144426822662354,0.3418945372104645,0.3046875,0.13189436495304108,0.118239626288414,929.4501107963039,3.025278329849243,6.7035380014562165,0.09429614990949631,0.392578125,0.306640625,0.11829107999801636,0.79296875,0.45003843307495117,3.3141376972198486,2.9986391067504883,0.543164074420929,0.3038943111896515,0.2161567509174347,0.11817062646150589,2.332119062269972,46.417842864990234,109.0213524264079,0.11829107999801636,0.7854151725769043,0.7352721391235227
fc_src22,R1T_folded,4096x4096,0.56640625,0.56640625,0.2984898090362549,4.030755519866943,3.022794246673584,0.21875,0.19663840532302856,0.08133377879858017,0.07632629573345184,1516.7430771572651,3.0276846885681152,7.419422998527178,0.06086253747344017,0.25390625,0.197265625,0.07634101063013077,0.56640625,0.290177583694458,3.336115598678589,2.9985780715942383,0.404296875,0.1960676908493042,0.15837085247039795,0.07627489417791367,2.332119062269972,22.4088134765625,194.86139144827735,0.07634101063013077,0.7967053651809692,0.8350258443713408
fc_src29,R1T_folded,4096x4096,0.640625,0.640625,0.2545924186706543,6.67034912109375,3.0883262157440186,0.16997070610523224,0.1569209098815918,0.06426824629306793,0.06076938286423683,1825.0019533484697,3.0934700965881348,10.54065560585069,0.04840128868818283,0.2041015625,0.1572265625,0.06077658012509346,0.640625,0.23122572898864746,3.3433375358581543,3.001246929168701,0.439453125,0.15599015355110168,0.1671384871006012,0.06066421791911125,2.332119062269972,16.91085433959961,216.8700126588028,0.06077658012509346,0.6120491027832031,0.9004580360488781
