name,view,policy,scale_max_over_median,w4_cosine,w4_nmse,w4_sat_ratio,w4_zero_code_ratio
fc,stock,w4_mse,,0.988757312297821,0.02246600016951561,0.005737030413001776,0.21598520874977112
fc,stock,w4_rtn,2.8913042545318604,0.9519749879837036,0.10246755182743073,8.352995064342394e-05,0.4515623152256012
fc_src1,stock,w4_mse,,0.9902517795562744,0.019480204209685326,0.006470620632171631,0.18381863832473755
fc_src1,stock,w4_rtn,2.8913042545318604,0.9733230471611023,0.055512093007564545,0.0004093050956726074,0.3177570104598999
fc_src8,stock,w4_mse,,0.9935859441757202,0.012811577878892422,0.011043429374694824,0.14955121278762817
fc_src8,stock,w4_rtn,2.934673309326172,0.986706554889679,0.0271023977547884,0.000578463077545166,0.22774678468704224
fc_src15,stock,w4_mse,,0.9936314821243286,0.01272068452090025,0.011240124702453613,0.1488986611366272
fc_src15,stock,w4_rtn,2.2638297080993652,0.9869551658630371,0.02659793384373188,0.0005921721458435059,0.2255956530570984
fc_src22,stock,w4_mse,,0.9937061071395874,0.012571856379508972,0.01143878698348999,0.14705437421798706
fc_src22,stock,w4_rtn,2.866666793823242,0.9871180057525635,0.026253942400217056,0.0006119012832641602,0.22258079051971436
fc_src29,stock,w4_mse,,0.9935469627380371,0.012889403849840164,0.01109015941619873,0.150457501411438
fc_src29,stock,w4_rtn,2.962963104248047,0.986731231212616,0.02706771343946457,0.0005930066108703613,0.2280493974685669
fc,R1T_folded,w4_mse,,0.9914582967758179,0.017059367150068283,0.008635247126221657,0.19030490517616272
fc,R1T_folded,w4_rtn,1.9705883264541626,0.9773213863372803,0.046926405280828476,0.0001302599994232878,0.3268788754940033
fc_src1,R1T_folded,w4_mse,,0.9939454793930054,0.012093286961317062,0.012029945850372314,0.1428976058959961
fc_src1,R1T_folded,w4_rtn,1.9264706373214722,0.9878449440002441,0.024749916046857834,0.0006251335144042969,0.21404582262039185
fc_src8,R1T_folded,w4_mse,,0.9939396381378174,0.012104890309274197,0.011955857276916504,0.14299601316452026
fc_src8,R1T_folded,w4_rtn,2.8062827587127686,0.9878360033035278,0.02475857362151146,0.000620424747467041,0.21425217390060425
fc_src15,R1T_folded,w4_mse,,0.9939339756965637,0.01211648527532816,0.011937141418457031,0.14289140701293945
fc_src15,R1T_folded,w4_rtn,1.780701756477356,0.9878082871437073,0.02482268586754799,0.0006172060966491699,0.21442699432373047
fc_src22,R1T_folded,w4_mse,,0.9939403533935547,0.01210435014218092,0.011955678462982178,0.14294064044952393
fc_src22,R1T_folded,w4_rtn,1.9727891683578491,0.987826943397522,0.024779969826340675,0.0006300806999206543,0.21425288915634155
fc_src29,R1T_folded,w4_mse,,0.9939240217208862,0.012136047706007957,0.01189655065536499,0.14303958415985107
fc_src29,R1T_folded,w4_rtn,2.8034186363220215,0.9877938628196716,0.02485395036637783,0.0006246566772460938,0.21457672119140625
l0.q_proj,stock,w4_mse,,0.9937331676483154,0.012517302297055721,0.011465489864349365,0.1455557942390442
l0.q_proj,stock,w4_rtn,2.465116262435913,0.9870865345001221,0.026312071830034256,0.0005990862846374512,0.2207697033882141
l0.k_proj,stock,w4_mse,,0.9931973218917847,0.0135880708694458,0.010746002197265625,0.1512010097503662
l0.k_proj,stock,w4_rtn,3.5028250217437744,0.985821008682251,0.02894853800535202,0.0006134510040283203,0.2304835319519043
l0.v_proj,stock,w4_mse,,0.9936987161636353,0.012586000375449657,0.01141047477722168,0.14733052253723145
l0.v_proj,stock,w4_rtn,1.7373738288879395,0.9870728850364685,0.02634904719889164,0.000576019287109375,0.2230973243713379
l0.o_proj,stock,w4_mse,,0.9931967854499817,0.013589822687208652,0.009549915790557861,0.1587556004524231
l0.o_proj,stock,w4_rtn,7.172413349151611,0.9854243993759155,0.029781538993120193,0.0005238652229309082,0.2483600378036499
l0.gate_proj,stock,w4_mse,,0.993817150592804,0.012349870055913925,0.011579534038901329,0.14473365247249603
l0.gate_proj,stock,w4_rtn,1.5724138021469116,0.987454891204834,0.025554919615387917,0.0006093780393712223,0.21833854913711548
l0.up_proj,stock,w4_mse,,0.9937491416931152,0.012485834769904613,0.011466821655631065,0.1463126242160797
l0.up_proj,stock,w4_rtn,1.7832168340682983,0.9872719645500183,0.025932369753718376,0.0006106694927439094,0.22102642059326172
l0.down_proj,stock,w4_mse,,0.9933063387870789,0.013370705768465996,0.010643462650477886,0.15164729952812195
l0.down_proj,stock,w4_rtn,7.692307472229004,0.9839969873428345,0.03276250883936882,0.00021755695343017578,0.2485216110944748
l1.q_proj,stock,w4_mse,,0.9941040277481079,0.011777476407587528,0.011954188346862793,0.14131182432174683
l1.q_proj,stock,w4_rtn,2.269230842590332,0.988111138343811,0.02419251948595047,0.0006225705146789551,0.2127588987350464
l1.k_proj,stock,w4_mse,,0.9923020601272583,0.015375315211713314,0.009875297546386719,0.1609351634979248
l1.k_proj,stock,w4_rtn,3.3809523582458496,0.9833973050117493,0.03402537479996681,0.0005884170532226562,0.24966073036193848
l1.v_proj,stock,w4_mse,,0.9937907457351685,0.012402457185089588,0.011688232421875,0.14625048637390137
l1.v_proj,stock,w4_rtn,1.4285714626312256,0.9873620867729187,0.025743475183844566,0.0005919933319091797,0.22045230865478516
l1.o_proj,stock,w4_mse,,0.9935520887374878,0.012879304587841034,0.010975837707519531,0.1480565071105957
l1.o_proj,stock,w4_rtn,6.184397220611572,0.9866374731063843,0.027250556275248528,0.0005750656127929688,0.22589629888534546
l1.gate_proj,stock,w4_mse,,0.9938893914222717,0.01220540702342987,0.011801044456660748,0.1436716765165329
l1.gate_proj,stock,w4_rtn,2.2206897735595703,0.9876645803451538,0.025117654353380203,0.0006133517017588019,0.21600568294525146
l1.up_proj,stock,w4_mse,,0.993802011013031,0.012380074709653854,0.011644363403320312,0.14591370522975922
l1.up_proj,stock,w4_rtn,1.9487179517745972,0.9874682426452637,0.025521747767925262,0.0006192922592163086,0.21957290172576904
l1.down_proj,stock,w4_mse,,0.993550181388855,0.012883801944553852,0.010838767513632774,0.14780883491039276
l1.down_proj,stock,w4_rtn,6.0799994468688965,0.9845236539840698,0.031662508845329285,0.0002186099736718461,0.24221724271774292
l2.q_proj,stock,w4_mse,,0.9938578605651855,0.012268077582120895,0.011793792247772217,0.1449485421180725
l2.q_proj,stock,w4_rtn,2.848484754562378,0.9876641035079956,0.025115488097071648,0.0006315112113952637,0.21743297576904297
l2.k_proj,stock,w4_mse,,0.9935915470123291,0.012800712138414383,0.011221885681152344,0.14739203453063965
l2.k_proj,stock,w4_rtn,2.0731706619262695,0.9868546724319458,0.0267932265996933,0.0006122589111328125,0.22310161590576172
l2.v_proj,stock,w4_mse,,0.9936932325363159,0.012596765533089638,0.01152181625366211,0.14793682098388672
l2.v_proj,stock,w4_rtn,1.4759035110473633,0.9872385263442993,0.025990786030888557,0.0006325244903564453,0.2226407527923584
l2.o_proj,stock,w4_mse,,0.9936502575874329,0.01268265675753355,0.011233210563659668,0.14673930406570435
l2.o_proj,stock,w4_rtn,4.982036113739014,0.9869351387023926,0.026627864688634872,0.0005872845649719238,0.22266870737075806
l2.gate_proj,stock,w4_mse,,0.9939054250717163,0.012173439376056194,0.011869947426021099,0.1434401571750641
l2.gate_proj,stock,w4_rtn,2.5033111572265625,0.9876828193664551,0.025077950209379196,0.0006143649807199836,0.2157282531261444
l2.up_proj,stock,w4_mse,,0.9938334226608276,0.012317309156060219,0.011718451976776123,0.14511194825172424
l2.up_proj,stock,w4_rtn,2.993788719177246,0.9875115156173706,0.025430405512452126,0.0006131927366368473,0.2183179259300232
l2.down_proj,stock,w4_mse,,0.9934879541397095,0.013007700443267822,0.010718981735408306,0.1487102210521698
l2.down_proj,stock,w4_rtn,6.711111545562744,0.9839473962783813,0.03286469727754593,0.00021715959883295,0.2455584853887558
l3.q_proj,stock,w4_mse,,0.9938918948173523,0.012200563214719296,0.011809587478637695,0.1441953182220459
l3.q_proj,stock,w4_rtn,2.9467456340789795,0.9876788258552551,0.025087065994739532,0.0006250143051147461,0.21665513515472412
l3.k_proj,stock,w4_mse,,0.9937111139297485,0.012562216259539127,0.011420726776123047,0.14582276344299316
l3.k_proj,stock,w4_rtn,1.892215609550476,0.987043023109436,0.026408905163407326,0.0006117820739746094,0.22101521492004395
l3.v_proj,stock,w4_mse,,0.9935416579246521,0.012899726629257202,0.011105775833129883,0.1509392261505127
l3.v_proj,stock,w4_rtn,1.552380919456482,0.9867302775382996,0.027057932689785957,0.0005984306335449219,0.2285456657409668
l3.o_proj,stock,w4_mse,,0.9935517311096191,0.012879434041678905,0.010979235172271729,0.14856165647506714
l3.o_proj,stock,w4_rtn,4.0,0.9867235422134399,0.027067774906754494,0.0005902647972106934,0.2259867787361145
l3.gate_proj,stock,w4_mse,,0.9938963055610657,0.012192110531032085,0.011850317940115929,0.1435856819152832
l3.gate_proj,stock,w4_rtn,2.3421051502227783,0.9876917600631714,0.02505713701248169,0.0006205042591318488,0.21561843156814575
l3.up_proj,stock,w4_mse,,0.9938251972198486,0.012333606369793415,0.011760215274989605,0.1448557823896408
l3.up_proj,stock,w4_rtn,3.0674846172332764,0.9874954223632812,0.025466563180088997,0.0006208221311680973,0.21794341504573822
l3.down_proj,stock,w4_mse,,0.9936444163322449,0.012694896198809147,0.011219760403037071,0.1463198959827423
l3.down_proj,stock,w4_rtn,3.8418078422546387,0.9845606684684753,0.03157684579491615,0.0002280076441820711,0.23981210589408875
l4.q_proj,stock,w4_mse,,0.9938746094703674,0.01223447173833847,0.011822164058685303,0.14411717653274536
l4.q_proj,stock,w4_rtn,3.1005916595458984,0.9876431226730347,0.02515900321304798,0.0006098747253417969,0.2165709137916565
l4.k_proj,stock,w4_mse,,0.9937084913253784,0.012567047029733658,0.011244058609008789,0.14585614204406738
l4.k_proj,stock,w4_rtn,1.7738094329833984,0.9869821071624756,0.026536913588643074,0.00058746337890625,0.22226595878601074
l4.v_proj,stock,w4_mse,,0.9935746192932129,0.012834696099162102,0.011142492294311523,0.15012574195861816
l4.v_proj,stock,w4_rtn,1.5927602052688599,0.9868259429931641,0.02686150185763836,0.0005848407745361328,0.22730612754821777
l4.o_proj,stock,w4_mse,,0.9932819604873657,0.013419823721051216,0.010119378566741943,0.15207314491271973
l4.o_proj,stock,w4_rtn,2.094339609146118,0.9853652715682983,0.029902981594204903,0.0005291104316711426,0.23788177967071533
l4.gate_proj,stock,w4_mse,,0.993867814540863,0.01224882248789072,0.011788209900259972,0.1441594660282135
l4.gate_proj,stock,w4_rtn,2.6133334636688232,0.9876244068145752,0.025198588147759438,0.0006207625265233219,0.21660760045051575
l4.up_proj,stock,w4_mse,,0.9938256740570068,0.012332361191511154,0.011739611625671387,0.14504896104335785
l4.up_proj,stock,w4_rtn,2.5316455364227295,0.9875163435935974,0.02542046830058098,0.0006181995267979801,0.21802902221679688
l4.down_proj,stock,w4_mse,,0.9934073090553284,0.013169661164283752,0.011063894256949425,0.14788955450057983
l4.down_proj,stock,w4_rtn,10.650888442993164,0.9831503033638,0.034535232931375504,0.00022043785429559648,0.24449984729290009
l0.q_proj,vsq_deployed,w4_mse,,0.9939340353012085,0.012116510421037674,0.01194620132446289,0.14296704530715942
l0.q_proj,vsq_deployed,w4_rtn,1.6130011081695557,0.9878172874450684,0.024818411096930504,0.0006294846534729004,0.21427136659622192
l0.k_proj.noise,vsq_deployed,w4_mse,,0.9939441680908203,0.012095772661268711,0.011892080307006836,0.14285778999328613
l0.k_proj.noise,vsq_deployed,w4_rtn,2.010469675064087,0.9878731966018677,0.02470209077000618,0.0006246566772460938,0.2138810157775879
l0.k_proj.ctx,vsq_deployed,w4_mse,,0.9932684898376465,0.013445626944303513,0.010401725769042969,0.1559898853302002
l0.k_proj.ctx,vsq_deployed,w4_rtn,1.7748593091964722,0.985837459564209,0.02893463335931301,0.000576019287109375,0.23935723304748535
l0.v_proj.noise,vsq_deployed,w4_mse,,0.9939416646957397,0.012101433239877224,0.011900901794433594,0.14283204078674316
l0.v_proj.noise,vsq_deployed,w4_rtn,1.6939494609832764,0.9878458380699158,0.02476348727941513,0.0006198883056640625,0.21397781372070312
l0.v_proj.ctx,vsq_deployed,w4_mse,,0.9930602312088013,0.013861536048352718,0.010315179824829102,0.16164302825927734
l0.v_proj.ctx,vsq_deployed,w4_rtn,1.8286194801330566,0.985419511795044,0.02981059066951275,0.0005681514739990234,0.24750876426696777
l0.o_proj,vsq_deployed,w4_mse,,0.9931805729866028,0.013621889986097813,0.01008063554763794,0.15466290712356567
l0.o_proj,vsq_deployed,w4_rtn,1.8451693058013916,0.9854317903518677,0.029789825901389122,0.0005514621734619141,0.23963570594787598
l0.gate_proj,vsq_deployed,w4_mse,,0.9939350485801697,0.012114458717405796,0.011975765228271484,0.14302639663219452
l0.gate_proj,vsq_deployed,w4_rtn,1.5754159688949585,0.9877889156341553,0.02487759292125702,0.0006151398411020637,0.21472178399562836
l0.up_proj,vsq_deployed,w4_mse,,0.9939345717430115,0.012115493416786194,0.01199120283126831,0.1431039571762085
l0.up_proj,vsq_deployed,w4_rtn,1.7720603942871094,0.9878553152084351,0.024739207699894905,0.0006329020252451301,0.21414737403392792
l0.down_proj,vsq_deployed,w4_mse,,0.9939230680465698,0.012138303369283676,0.011804441921412945,0.1429504007101059
l0.down_proj,vsq_deployed,w4_rtn,3.079345226287842,0.9861723184585571,0.02824113704264164,0.00024207434034906328,0.22843733429908752
l1.q_proj,vsq_deployed,w4_mse,,0.9939611554145813,0.012062275782227516,0.012004554271697998,0.14273464679718018
l1.q_proj,vsq_deployed,w4_rtn,3.160139560699463,0.9879103302955627,0.024627292528748512,0.0006312131881713867,0.21379119157791138
l1.k_proj.noise,vsq_deployed,w4_mse,,0.9939273595809937,0.012130224145948887,0.011900901794433594,0.14304351806640625
l1.k_proj.noise,vsq_deployed,w4_rtn,1.8099204301834106,0.9878307580947876,0.024792639538645744,0.0006246566772460938,0.21448683738708496
l1.k_proj.ctx,vsq_deployed,w4_mse,,0.9930774569511414,0.013828100636601448,0.01002049446105957,0.15626788139343262
l1.k_proj.ctx,vsq_deployed,w4_rtn,2.227987289428711,0.9850594997406006,0.030553992837667465,0.0005624294281005859,0.24253559112548828
l1.v_proj.noise,vsq_deployed,w4_mse,,0.9939363598823547,0.012112214230000973,0.012059450149536133,0.14303112030029297
l1.v_proj.noise,vsq_deployed,w4_rtn,1.4646286964416504,0.9878392219543457,0.02476995810866356,0.0006365776062011719,0.21432948112487793
l1.v_proj.ctx,vsq_deployed,w4_mse,,0.993212103843689,0.013558263890445232,0.010689258575439453,0.15877056121826172
l1.v_proj.ctx,vsq_deployed,w4_rtn,1.4883462190628052,0.9858055710792542,0.029006265103816986,0.0005548000335693359,0.24271702766418457
l1.o_proj,vsq_deployed,w4_mse,,0.9936515092849731,0.012681246735155582,0.011124968528747559,0.14703118801116943
l1.o_proj,vsq_deployed,w4_rtn,1.707517147064209,0.9868447780609131,0.02683841809630394,0.0005777478218078613,0.22422319650650024
l1.gate_proj,vsq_deployed,w4_mse,,0.9939379692077637,0.012108730152249336,0.011993448249995708,0.14300838112831116
l1.gate_proj,vsq_deployed,w4_rtn,1.6919013261795044,0.987851619720459,0.024747733026742935,0.0006290475721471012,0.21411371231079102
l1.up_proj,vsq_deployed,w4_mse,,0.9939392805099487,0.012105817906558514,0.01198258064687252,0.14299200475215912
l1.up_proj,vsq_deployed,w4_rtn,1.8649052381515503,0.9878456592559814,0.02476145140826702,0.0006260673399083316,0.21412554383277893
l1.down_proj,vsq_deployed,w4_mse,,0.9939248561859131,0.012134908698499203,0.011791467666625977,0.14283999800682068
l1.down_proj,vsq_deployed,w4_rtn,1.335240125656128,0.9861858487129211,0.028214164078235626,0.0002428293228149414,0.22813944518566132
l2.q_proj,vsq_deployed,w4_mse,,0.9939414262771606,0.012101703323423862,0.012050271034240723,0.14294129610061646
l2.q_proj,vsq_deployed,w4_rtn,2.757906436920166,0.9878467917442322,0.02475764974951744,0.0006324052810668945,0.21416646242141724
l2.k_proj.noise,vsq_deployed,w4_mse,,0.9939319491386414,0.01212055142968893,0.012031078338623047,0.14265966415405273
l2.k_proj.noise,vsq_deployed,w4_rtn,1.7281960248947144,0.9877645373344421,0.02493062987923622,0.00061798095703125,0.21446847915649414
l2.k_proj.ctx,vsq_deployed,w4_mse,,0.9934929609298706,0.012997324578464031,0.011011838912963867,0.15119123458862305
l2.k_proj.ctx,vsq_deployed,w4_rtn,1.8745003938674927,0.9866249561309814,0.027297131717205048,0.0005948543548583984,0.2292325496673584
l2.v_proj.noise,vsq_deployed,w4_mse,,0.9939365983009338,0.012111013755202293,0.011955499649047852,0.14340567588806152
l2.v_proj.noise,vsq_deployed,w4_rtn,1.4385473728179932,0.9878148436546326,0.024828806519508362,0.0006155967712402344,0.2148277759552002
l2.v_proj.ctx,vsq_deployed,w4_mse,,0.9930179119110107,0.013945244252681732,0.010248661041259766,0.16342401504516602
l2.v_proj.ctx,vsq_deployed,w4_rtn,1.5641695261001587,0.9853761196136475,0.029895154759287834,0.0005486011505126953,0.2496941089630127
l2.o_proj,vsq_deployed,w4_mse,,0.993736743927002,0.012510556727647781,0.01135861873626709,0.146004319190979
l2.o_proj,vsq_deployed,w4_rtn,1.4272798299789429,0.9871932864189148,0.02611268125474453,0.0006009936332702637,0.22098052501678467
l2.gate_proj,vsq_deployed,w4_mse,,0.9939409494400024,0.012102381326258183,0.012004653923213482,0.14292196929454803
l2.gate_proj,vsq_deployed,w4_rtn,1.8189715147018433,0.9878363609313965,0.0247791800647974,0.0006251931190490723,0.2141883671283722
l2.up_proj,vsq_deployed,w4_mse,,0.993942379951477,0.012099907733500004,0.01200987957417965,0.14295899868011475
l2.up_proj,vsq_deployed,w4_rtn,1.9963754415512085,0.987861156463623,0.0247284397482872,0.0006279150838963687,0.21411624550819397
l2.down_proj,vsq_deployed,w4_mse,,0.9939219951629639,0.012140602804720402,0.011812051758170128,0.1428760141134262
l2.down_proj,vsq_deployed,w4_rtn,1.450453281402588,0.9861213564872742,0.02834729664027691,0.00023911397147458047,0.22886501252651215
l3.q_proj,vsq_deployed,w4_mse,,0.9939329624176025,0.01211848109960556,0.011995136737823486,0.14295828342437744
