name,view,shape,absmax,col_absmax_max,col_absmax_mean,col_kurt_max,col_kurt_mean,col_p99_max,col_p99_mean,col_rms_max,col_rms_mean,effective_rank,kurtosis,max_over_rms,mean_abs,p999_abs,p99_abs,rms,row_absmax_max,row_absmax_mean,row_kurt_max,row_kurt_mean,row_p99_max,row_p99_mean,row_rms_max,row_rms_mean,spectral_norm,stable_rank,std,sv_decay_ratio_10,sv_tail_energy_frac
l0.q_proj,stock,4096x4096,0.828125,0.828125,0.35031652450561523,8.110688209533691,3.1068010330200195,0.3145507872104645,0.22891128063201904,0.10157624632120132,0.0877717137336731,1698.0637882394012,3.1187918186187744,9.431804757013348,0.06974577903747559,0.298828125,0.2294921875,0.08780132979154587,0.828125,0.34214067459106445,4.940776824951172,3.0473318099975586,0.3418945372104645,0.22634896636009216,0.12027198076248169,0.0875474363565445,43.63465881347656,67.98941942660656,0.08780132979154587,0.42313024401664734,0.8489035296357444
l0.k_proj,stock,1024x4096,1.2109375,1.2109375,0.3383615016937256,10.497885704040527,3.2943716049194336,0.6153905987739563,0.2372846156358719,0.1787324994802475,0.0894385576248169,515.9431122928224,3.549928665161133,13.502155469622549,0.07048143446445465,0.33203125,0.240234375,0.08968475461006165,1.2109375,0.3598346710205078,14.726752281188965,3.190617561340332,0.5433593988418579,0.23092781007289886,0.17938561737537384,0.08869641274213791,42.124916076660156,19.016166739212256,0.08968470990657806,0.33871990442276,0.6631357545497835
l0.v_proj,stock,1024x4096,0.3359375,0.3359375,0.19795584678649902,12.417224884033203,3.330134153366089,0.18043945729732513,0.13925118744373322,0.06237662211060524,0.051986027508974075,697.8008796850056,3.4156312942504883,6.437911755078526,0.040945861488580704,0.19140625,0.1416015625,0.05218112841248512,0.3359375,0.20183753967285156,3.5783753395080566,3.070906400680542,0.18369141221046448,0.13389228284358978,0.06840279698371887,0.051506560295820236,8.904580116271973,144.06921218352736,0.052181124687194824,0.7595518827438354,0.7796794880010393
l0.o_proj,stock,4096x4096,1.625,1.625,0.5829920768737793,480.94500732421875,26.016096115112305,0.216796875,0.13909365236759186,0.08264099061489105,0.05602428689599037,1014.0906458408233,23.612110137939453,28.782284885539298,0.04270390421152115,0.2265625,0.146484375,0.05645833909511566,1.625,0.23117423057556152,3.956655263900757,3.2856953144073486,1.383203148841858,0.14430558681488037,0.6533544063568115,0.054094478487968445,72.80067443847656,10.098124155021226,0.05645833909511566,0.14729343354701996,0.7835296561714675
l0.gate_proj,stock,12288x4096,0.4453125,0.4453125,0.31366705894470215,3.6943767070770264,3.091975212097168,0.220703125,0.19272004067897797,0.08362704515457153,0.07374590635299683,1019.4888977269366,3.1321449279785156,6.030051368930131,0.05857373774051666,0.251953125,0.1943359375,0.07384887337684631,0.4453125,0.2840522825717926,3.4579381942749023,3.032367706298828,0.279296875,0.1899423599243164,0.11028558760881424,0.0734952837228775,90.4884033203125,33.53439842854831,0.07384885847568512,0.37390220165252686,0.7631799290841708
l0.up_proj,stock,12288x4096,0.498046875,0.498046875,0.309248685836792,4.871669292449951,3.119673013687134,0.21790039539337158,0.18843041360378265,0.08393434435129166,0.07194629311561584,1116.7389718278139,3.168254852294922,6.905662166695058,0.057097647339105606,0.248046875,0.1904296875,0.0721215233206749,0.498046875,0.27923867106437683,3.478501081466675,3.057703733444214,0.306640625,0.18611390888690948,0.12021593004465103,0.0717509314417839,45.66032028198242,125.61332505026687,0.0721215233206749,0.6790698170661926,0.7995995771053741
l0.down_proj,stock,4096x12288,2.34375,2.34375,0.4491613805294037,524.9871826171875,6.687523365020752,0.2891601622104645,0.18425202369689941,0.11159338057041168,0.07172582298517227,1297.3776164835788,6.000560760498047,32.50120908546232,0.05662338063120842,0.2578125,0.189453125,0.07211270183324814,2.34375,0.31026554107666016,12.430526733398438,3.155252456665039,1.2744531631469727,0.18830272555351257,0.41065236926078796,0.07148853689432144,75.18260955810547,46.32568647962368,0.07211270183324814,0.48470035195350647,0.7493103473343327
l1.q_proj,stock,4096x4096,0.4609375,0.4609375,0.25057435035705566,4.973357677459717,3.4327468872070312,0.21689453721046448,0.15234850347042084,0.07453098148107529,0.0560465082526207,282.3093848123103,3.517106294631958,8.202973323357948,0.04396026208996773,0.2099609375,0.154296875,0.05619151517748833,0.4609375,0.20768284797668457,3.7985832691192627,2.977534532546997,0.3497070372104645,0.13980703055858612,0.16908936202526093,0.05488397181034088,93.26486206054688,6.094257064834748,0.05619150772690773,0.26028338074684143,0.4383731349494416
l1.k_proj,stock,1024x4096,1.109375,1.109375,0.3011019229888916,7.457551956176758,3.3726725578308105,0.65625,0.21523867547512054,0.21820645034313202,0.07983184605836868,341.37978258546553,3.868961811065674,13.814138539772877,0.06252200901508331,0.310546875,0.2197265625,0.08030721545219421,1.109375,0.34342193603515625,28.43056869506836,3.459839344024658,0.4122070372104645,0.20751643180847168,0.14222221076488495,0.07898514717817307,48.63394546508789,11.438842501412104,0.08030720800161362,0.3152990937232971,0.545081005071384
l1.v_proj,stock,1024x4096,0.37109375,0.37109375,0.23862504959106445,8.154215812683105,3.0840277671813965,0.2123730480670929,0.17429910600185394,0.07782183587551117,0.06728079169988632,812.6518760246137,3.1266674995422363,5.502340248023869,0.05350051820278168,0.23046875,0.1767578125,0.0674428939819336,0.37109375,0.2607765197753906,3.3597824573516846,3.0531725883483887,0.21586914360523224,0.17429503798484802,0.08074245601892471,0.06724216043949127,7.865522861480713,308.4670307022976,0.0674428716301918,0.9109700322151184,0.8445918323820134
