cell,prompt_id,mean_acceptance,acceptance_list,accepted_depths,first_rejection_depths,n_new_tokens,n_cycles,tree_size,exact_match,first_mismatch
T4_D16,81,2.8261,"[3, 2, 3, 2, 2, 5, 6, 2, 3, 1, 1, 3, 4, 2, 3, 2, 1, 2, 3, 3, 5, 4, 3]","[2, 1, 2, 1, 1, 4, 5, 1, 2, 0, 0, 2, 3, 1, 2, 1, 0, 1, 2, 2, 4, 3, 2]","[3, 2, 3, 2, 2, 5, 5, 2, 3, 1, 1, 3, 4, 2, 3, 2, 1, 2, 3, 3, 5, 4, 3]",64,23,26,False,3
T4_D16,82,3.5789,"[4, 4, 2, 3, 2, 4, 6, 5, 4, 4, 2, 1, 3, 6, 4, 2, 3, 3, 6]","[3, 3, 1, 2, 1, 3, 5, 4, 3, 3, 1, 0, 2, 5, 3, 1, 2, 2, 5]","[4, 4, 2, 3, 2, 4, 5, 5, 4, 4, 2, 1, 3, 5, 4, 2, 3, 3, 5]",64,19,26,False,39
T4_D16,83,4.125,"[4, 6, 3, 6, 2, 6, 2, 3, 4, 4, 6, 6, 5, 3, 2, 4]","[3, 5, 2, 5, 1, 5, 1, 2, 3, 3, 5, 5, 4, 2, 1, 3]","[4, 5, 3, 5, 2, 5, 2, 3, 4, 4, 5, 5, 5, 3, 2, 4]",64,16,26,False,1
T4_D16,84,3.1429,"[4, 1, 2, 1, 5, 4, 3, 3, 2, 6, 4, 5, 1, 3, 4, 3, 6, 2, 1, 3, 3]","[3, 0, 1, 0, 4, 3, 2, 2, 1, 5, 3, 4, 0, 2, 3, 2, 5, 1, 0, 2, 2]","[4, 1, 2, 1, 5, 4, 3, 3, 2, 5, 4, 5, 1, 3, 4, 3, 5, 2, 1, 3, 3]",64,21,26,False,4
T4_D16,85,2.9565,"[1, 6, 4, 4, 3, 2, 4, 1, 2, 1, 1, 4, 3, 4, 3, 4, 3, 1, 2, 3, 4, 2, 6]","[0, 5, 3, 3, 2, 1, 3, 0, 1, 0, 0, 3, 2, 3, 2, 3, 2, 0, 1, 2, 3, 1, 5]","[1, 5, 4, 4, 3, 2, 4, 1, 2, 1, 1, 4, 3, 4, 3, 4, 3, 1, 2, 3, 4, 2, 5]",64,23,26,False,13
T4_D16,86,2.3103,"[1, 1, 1, 6, 4, 1, 1, 2, 1, 2, 4, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1, 2, 5]","[0, 0, 0, 5, 3, 0, 0, 1, 0, 1, 3, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 0, 2, 1, 1, 1, 0, 1, 4]","[1, 1, 1, 5, 4, 1, 1, 2, 1, 2, 4, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1, 2, 5]",64,29,26,False,21
T4_D16,87,2.9545,"[5, 6, 6, 6, 4, 3, 1, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 4, 1, 3, 3, 2]","[4, 5, 5, 5, 3, 2, 0, 0, 3, 0, 2, 2, 0, 0, 1, 1, 2, 3, 0, 2, 2, 1]","[5, 5, 5, 5, 4, 3, 1, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 4, 1, 3, 3, 2]",64,22,26,False,28
T4_D16,88,1.9394,"[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 3, 1, 1, 1]","[0, 2, 1, 2, 1, 0, 1, 3, 1, 1, 1, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0]","[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 3, 1, 1, 1]",64,33,26,False,9
T4_D16,89,3.9412,"[1, 4, 6, 3, 3, 6, 5, 5, 4, 3, 2, 4, 6, 4, 4, 3, 4]","[0, 3, 5, 2, 2, 5, 4, 4, 3, 2, 1, 3, 5, 3, 3, 2, 3]","[1, 4, 5, 3, 3, 5, 5, 5, 4, 3, 2, 4, 5, 4, 4, 3, 4]",64,17,26,False,23
T4_D16,90,3.5556,"[3, 6, 4, 5, 4, 5, 4, 3, 2, 3, 3, 3, 4, 1, 3, 4, 2, 5]","[2, 5, 3, 4, 3, 4, 3, 2, 1, 2, 2, 2, 3, 0, 2, 3, 1, 4]","[3, 5, 4, 5, 4, 5, 4, 3, 2, 3, 3, 3, 4, 1, 3, 4, 2, 5]",64,18,26,False,45
