absmax_max,absmax_mean,name,p99_max,p99_mean,rms_max,rms_mean
2.078125,0.39255374670028687,Wc_stock,1.609765648841858,0.25353413820266724,0.6309525966644287,0.09824611991643906
2.078125,0.5381784439086914,Wc_stock_blk1,1.609765648841858,0.35770928859710693,0.6309525966644287,0.1384488195180893
1.140625,0.4133267402648926,Wc_stock_blk8,0.4180664122104645,0.25451749563217163,0.16419710218906403,0.09861782938241959
1.0390625,0.456836462020874,Wc_stock_blk15,0.392578125,0.30322152376174927,0.15415477752685547,0.11767829209566116
0.83984375,0.29968881607055664,Wc_stock_blk22,0.251953125,0.19612714648246765,0.09697193652391434,0.07607648521661758
0.703125,0.25473833084106445,Wc_stock_blk29,0.19140625,0.15609511733055115,0.07263533025979996,0.06040913239121437
1.171875,0.3935853838920593,Wc_foldedRT,0.54296875,0.25581803917884827,0.21346311271190643,0.09917568415403366
0.93359375,0.5443329811096191,Wc_foldedRT_blk1,0.54296875,0.3650123178958893,0.21346311271190643,0.14142143726348877
1.171875,0.41360998153686523,Wc_foldedRT_blk8,0.29296875,0.255781352519989,0.10926646739244461,0.09912148118019104
0.8828125,0.4565753936767578,Wc_foldedRT_blk15,0.349609375,0.3046186566352844,0.13056449592113495,0.11824023723602295
0.64453125,0.2986280918121338,Wc_foldedRT_blk22,0.2158203125,0.19679750502109528,0.08246554434299469,0.07632636278867722
0.66796875,0.25478053092956543,Wc_foldedRT_blk29,0.1708984375,0.15688027441501617,0.06418787688016891,0.06076889485120773
0.828125,0.35031652450561523,l0_q_proj,0.3145507872104645,0.22891128063201904,0.10157624632120132,0.0877717137336731
1.2109375,0.3383615016937256,l0_k_proj,0.6153905987739563,0.2372846156358719,0.1787324994802475,0.0894385576248169
0.3359375,0.19795584678649902,l0_v_proj,0.18043945729732513,0.13925118744373322,0.06237662211060524,0.051986027508974075
1.625,0.5829920768737793,l0_o_proj,0.216796875,0.13909365236759186,0.08264099061489105,0.05602428689599037
0.4453125,0.31366705894470215,l0_gate_proj,0.220703125,0.19272004067897797,0.08362704515457153,0.07374590635299683
0.498046875,0.309248685836792,l0_up_proj,0.21790039539337158,0.18843041360378265,0.08393434435129166,0.07194629311561584
2.34375,0.4491613805294037,l0_down_proj,0.2891601622104645,0.18425202369689941,0.11159338057041168,0.07172582298517227
0.4609375,0.25057435035705566,l1_q_proj,0.21689453721046448,0.15234850347042084,0.07453098148107529,0.0560465082526207
1.109375,0.3011019229888916,l1_k_proj,0.65625,0.21523867547512054,0.21820645034313202,0.07983184605836868
0.37109375,0.23862504959106445,l1_v_proj,0.2123730480670929,0.17429910600185394,0.07782183587551117,0.06728079169988632
1.703125,0.4191856384277344,l1_o_proj,0.24716797471046448,0.18191948533058167,0.09632130712270737,0.07084210962057114
0.62890625,0.3201718330383301,l1_gate_proj,0.240234375,0.1953706592321396,0.09203384816646576,0.07509966939687729
0.59375,0.35248780250549316,l1_up_proj,0.236328125,0.20995590090751648,0.0889982357621193,0.08018749207258224
2.078125,0.36044201254844666,l1_down_proj,0.2969726622104645,0.20843856036663055,0.11418693512678146,0.08090154081583023
0.91796875,0.42255067825317383,l2_q_proj,0.3184570372104645,0.23231010138988495,0.10063948482275009,0.08690345287322998
0.6640625,0.31049060821533203,l2_k_proj,0.45417967438697815,0.22199402749538422,0.14691855013370514,0.08316179364919662
0.478515625,0.2965139150619507,l2_v_proj,0.2759960889816284,0.21701696515083313,0.09836415946483612,0.08383821696043015
1.625,0.371079683303833,l2_o_proj,0.27363282442092896,0.21747423708438873,0.10993974655866623,0.08439399302005768
0.73828125,0.33100128173828125,l2_gate_proj,0.240234375,0.20324502885341644,0.08340302109718323,0.078213170170784
0.94140625,0.3707451820373535,l2_up_proj,0.2353515625,0.21868817508220673,0.08963757753372192,0.0835384875535965
2.359375,0.3390142023563385,l2_down_proj,0.337890625,0.2141273468732834,0.1312853842973709,0.08306468278169632
0.97265625,0.4296402931213379,l3_q_proj,0.380859375,0.2385985553264618,0.1217588558793068,0.08860591053962708
0.6171875,0.3184165954589844,l3_k_proj,0.38777342438697815,0.22764694690704346,0.13447776436805725,0.08469299972057343
0.63671875,0.37779080867767334,l3_v_proj,0.35712891817092896,0.2737864851951599,0.12830850481987,0.10493578761816025
1.515625,0.44385480880737305,l3_o_proj,0.3301757872104645,0.24949224293231964,0.12741301953792572,0.09667164087295532
0.6953125,0.3270273208618164,l3_gate_proj,0.2373046875,0.20355689525604248,0.08297514170408249,0.07870586961507797
0.9765625,0.35422372817993164,l3_up_proj,0.234375,0.21736444532871246,0.08875183016061783,0.0837700217962265
1.328125,0.3374534547328949,l3_down_proj,0.3008789122104645,0.2172050029039383,0.10612555593252182,0.0841786190867424
1.0234375,0.4544382095336914,l4_q_proj,0.4124999940395355,0.23841334879398346,0.11828964948654175,0.08893748372793198
0.58203125,0.315903902053833,l4_k_proj,0.361328125,0.22493477165699005,0.1319618821144104,0.08407527953386307
0.6875,0.3886929750442505,l4_v_proj,0.35908204317092896,0.2845318615436554,0.1311417669057846,0.10980477929115295
0.8671875,0.4030027389526367,l4_o_proj,0.4122070372104645,0.2615208923816681,0.1538308560848236,0.1009470671415329
0.765625,0.32127976417541504,l4_gate_proj,0.2138671875,0.19967696070671082,0.08153565227985382,0.07720232009887695
0.78125,0.33953046798706055,l4_up_proj,0.22473633289337158,0.20960155129432678,0.08708188682794571,0.08085601031780243
3.515625,0.4498162269592285,l4_down_proj,0.33222657442092896,0.2079189568758011,0.11564171314239502,0.08028239756822586
1.2109375,0.3383615016937256,l0_k_proj_ctxview_RCoff,0.6153905987739563,0.2372846156358719,0.1787324994802475,0.0894385576248169
